CUB_200_2011/images/033.Yellow_billed_Cuckoo/Yellow_Billed_Cuckoo_0034_26694.jpg,segmentations/033.Yellow_billed_Cuckoo/Yellow_Billed_Cuckoo_0034_26694.png,033.Yellow_billed_Cuckoo
CUB_200_2011/images/054.Blue_Grosbeak/Blue_Grosbeak_0103_36673.jpg,segmentations/054.Blue_Grosbeak/Blue_Grosbeak_0103_36673.png,054.Blue_Grosbeak
CUB_200_2011/images/107.Common_Raven/Common_Raven_0007_102020.jpg,segmentations/107.Common_Raven/Common_Raven_0007_102020.png,107.Common_Raven
CUB_200_2011/images/184.Louisiana_Waterthrush/Louisiana_Waterthrush_0062_177285.jpg,segmentations/184.Louisiana_Waterthrush/Louisiana_Waterthrush_0062_177285.png,184.Louisiana_Waterthrush
CUB_200_2011/images/007.Parakeet_Auklet/Parakeet_Auklet_0007_795932.jpg,segmentations/007.Parakeet_Auklet/Parakeet_Auklet_0007_795932.png,007.Parakeet_Auklet
CUB_200_2011/images/130.Tree_Sparrow/Tree_Sparrow_0101_124104.jpg,segmentations/130.Tree_Sparrow/Tree_Sparrow_0101_124104.png,130.Tree_Sparrow
CUB_200_2011/images/187.American_Three_toed_Woodpecker/American_Three_Toed_Woodpecker_0043_796187.jpg,segmentations/187.American_Three_toed_Woodpecker/American_Three_Toed_Woodpecker_0043_796187.png,187.American_Three_toed_Woodpecker
CUB_200_2011/images/045.Northern_Fulmar/Northern_Fulmar_0047_43698.jpg,segmentations/045.Northern_Fulmar/Northern_Fulmar_0047_43698.png,045.Northern_Fulmar
CUB_200_2011/images/116.Chipping_Sparrow/Chipping_Sparrow_0036_107695.jpg,segmentations/116.Chipping_Sparrow/Chipping_Sparrow_0036_107695.png,116.Chipping_Sparrow
CUB_200_2011/images/023.Brandt_Cormorant/Brandt_Cormorant_0038_23110.jpg,segmentations/023.Brandt_Cormorant/Brandt_Cormorant_0038_23110.png,023.Brandt_Cormorant
CUB_200_2011/images/148.Green_tailed_Towhee/Green_Tailed_Towhee_0090_797434.jpg,segmentations/148.Green_tailed_Towhee/Green_Tailed_Towhee_0090_797434.png,148.Green_tailed_Towhee
CUB_200_2011/images/189.Red_bellied_Woodpecker/Red_Bellied_Woodpecker_0057_182154.jpg,segmentations/189.Red_bellied_Woodpecker/Red_Bellied_Woodpecker_0057_182154.png,189.Red_bellied_Woodpecker
CUB_200_2011/images/102.Western_Wood_Pewee/Western_Wood_Pewee_0041_795048.jpg,segmentations/102.Western_Wood_Pewee/Western_Wood_Pewee_0041_795048.png,102.Western_Wood_Pewee
CUB_200_2011/images/120.Fox_Sparrow/Fox_Sparrow_0093_114757.jpg,segmentations/120.Fox_Sparrow/Fox_Sparrow_0093_114757.png,120.Fox_Sparrow
